student_id,total_score_a,total_score_b,grade
1284,100,100,A
1285,77,77,B
1286,68.5,68.5,C
1287,58.7,58.7,C
1288,95.5,95.5,A
1289,66.1,66.1,C
1290,51.7,51.7,D
1291,94.8,94.8,A
1292,100,100,A
1293,81.2,81.2,B
1294,100,100,A
1295,97.4,97.4,A
1296,72.3,72.3,B
1297,98.7,98.7,A
1298,75.1,75.1,B
1299,87.3,87.3,A
1300,88.1,88.1,A
1301,68.9,68.9,C
1302,100,100,A
1303,74.1,74.1,B
1304,80.1,80.1,B
1305,85.7,85.7,A
1306,65.8,65.8,C
1307,84.8,84.8,B
1308,93,93,A
1309,100,100,A
1310,95.3,95.3,A
1311,93.3,93.3,A
1312,91.6,91.6,A
1313,100,100,A
1314,100,100,A
1315,83.4,83.4,B
1316,59.8,59.8,C
1317,76.7,76.7,B
1318,86,86,A
1319,69.5,69.5,C
1320,98.7,98.7,A
1321,89.6,89.6,A
1322,95.3,95.3,A
1323,81.8,81.8,B
1324,100,100,A
1325,86.5,86.5,A
1326,40.6,40.6,D
1327,68,68,C
1328,88,88,A
1329,77.6,77.6,B
1330,100,100,A
1331,100,100,A
1332,100,100,A
1333,97.1,97.1,A
1334,100,100,A
1335,83.9,83.9,B
1336,95.1,95.1,A
1337,82.3,82.3,B
1338,91,91,A
1339,70.1,70.1,B
1340,94.2,94.2,A
1341,97.5,97.5,A
1342,88.7,88.7,A
1343,100,100,A
1344,100,100,A
1345,100,100,A
1346,55.4,55.4,C
1347,43.6,43.6,D
1348,87.5,87.5,A
1349,57.2,57.2,C
1350,94.3,94.3,A
1351,62.2,62.2,C
1352,47.4,47.4,D
1353,100,100,A
1354,80.3,80.3,B
1355,72.9,72.9,B
1356,60.7,60.7,C
1357,88.6,88.6,A
1358,82.9,82.9,B
1359,61.4,61.4,C
1360,80.3,80.3,B
1361,74.3,74.3,B
1362,98.8,98.8,A
1363,80.6,80.6,B
1364,40.1,40.1,D
1365,100,100,A
1366,100,100,A
1367,78.5,78.5,B
1368,63.9,63.9,C
1369,89.9,89.9,A
1370,64.2,64.2,C
1371,81.9,81.9,B
1372,100,100,A
1373,65.2,65.2,C
1374,54.6,54.6,D
1375,100,100,A
1376,66.2,66.2,C
1377,85.9,85.9,A
1378,95.6,95.6,A
1379,76.8,76.8,B
1380,100,100,A
1381,94.4,94.4,A
1382,98.7,98.7,A
1383,100,100,A
1384,61.6,61.6,C
1385,100,100,A
1386,94.1,94.1,A
1387,100,100,A
1388,100,100,A
1389,82.9,82.9,B
1390,63.3,63.3,C
1391,93,93,A
1392,68.4,68.4,C
1393,100,100,A
1394,100,100,A
1395,63.5,63.5,C
1396,91.8,91.8,A
1397,53.1,53.1,D
1398,53.4,53.4,D
1399,95.6,95.6,A
1400,80.9,80.9,B
1401,56.7,56.7,C
1402,87.5,87.5,A
1403,100,100,A
1404,100,100,A
1405,100,100,A
1406,52.9,52.9,D
1407,67.4,67.4,C
1408,100,100,A
1409,76.7,76.7,B
1410,60.9,60.9,C
1411,100,100,A
1412,99.5,99.5,A
1413,100,100,A
1414,100,100,A
1415,76.2,76.2,B
1416,100,100,A
1417,89.4,89.4,A
1418,90.4,90.4,A
1419,100,100,A
1420,91.9,91.9,A
1421,100,100,A
1422,100,100,A
1423,74.9,74.9,B
1424,46.7,46.7,D
1425,66,66,C
1426,50.3,50.3,D
1427,100,100,A
1428,55.8,55.8,C
1429,84.8,84.8,B
1430,88.4,88.4,A
1431,96.4,96.4,A
1432,100,100,A
1433,94.8,94.8,A
1434,77.5,77.5,B
1435,79.2,79.2,B
1436,93.1,93.1,A
1437,100,100,A
1438,100,100,A
1439,70.5,70.5,B
1440,95.8,95.8,A
1441,97,97,A
1442,100,100,A
1443,88.2,88.2,A
1444,80.6,80.6,B
1445,93,93,A
1446,50.3,50.3,D
1447,84.8,84.8,B
1448,100,100,A
1449,92.5,92.5,A
1450,86.2,86.2,A
1451,84.5,84.5,B
1452,93.9,93.9,A
1453,88.9,88.9,A
1454,100,100,A
1455,100,100,A
1456,44.8,44.8,D
1457,100,100,A
1458,92.2,92.2,A
1459,100,100,A
1460,100,100,A
1461,93.4,93.4,A
1462,66.5,66.5,C
1463,83.1,83.1,B
1464,66.8,66.8,C
1465,89.2,89.2,A
1466,94,94,A
1467,100,100,A
1468,90.5,90.5,A
1469,63.5,63.5,C
1470,93.4,93.4,A
1471,87.3,87.3,A
1472,89.9,89.9,A
1473,86.6,86.6,A
1474,88,88,A
1475,63.3,63.3,C
1476,98.9,98.9,A
1477,87,87,A
1478,78.6,78.6,B
1479,78.2,78.2,B
1480,84,84,B
1481,88.7,88.7,A
1482,92.6,92.6,A
1483,100,100,A
1484,79.3,79.3,B
1485,92.6,92.6,A
1486,100,100,A
1487,54.4,54.4,D
1488,56.1,56.1,C
1489,54.7,54.7,D
1490,100,100,A
1491,100,100,A
1492,100,100,A
1493,78.5,78.5,B
1494,75.6,75.6,B
1495,100,100,A
1496,100,100,A
1497,100,100,A
1498,100,100,A
1499,100,100,A
1500,95.2,95.2,A
1501,100,100,A
1502,80.1,80.1,B
1503,77.7,77.7,B
1504,98.3,98.3,A
1505,73.8,73.8,B
1506,50.6,50.6,D
1507,100,100,A
1508,100,100,A
1509,100,100,A
1510,100,100,A
1511,58.1,58.1,C
1512,75.6,75.6,B
1513,67.7,67.7,C
1514,70.1,70.1,B
1515,98.3,98.3,A
1516,85.3,85.3,A
1517,93.4,93.4,A
1518,92.2,92.2,A
1519,77.8,77.8,B
1520,100,100,A
1521,100,100,A
1522,98.6,98.6,A
1523,96.9,96.9,A
1524,75.4,75.4,B
1525,81.8,81.8,B
1526,100,100,A
1527,100,100,A
1528,100,100,A
1529,76.9,76.9,B
1530,62.9,62.9,C
1531,94,94,A
1532,49.2,49.2,D
1533,89.7,89.7,A
1534,91.8,91.8,A
1535,89.8,89.8,A
1536,55.6,55.6,C
1537,98.7,98.7,A
1538,79.7,79.7,B
1539,55.9,55.9,C
1540,34.7,34.7,F
1541,100,100,A
1542,100,100,A
1543,100,100,A
1544,91.8,91.8,A
1545,89.2,89.2,A
1546,97.3,97.3,A
1547,68.9,68.9,C
1548,90.9,90.9,A
1549,96.1,96.1,A
1550,100,100,A
1551,79,79,B
1552,87.7,87.7,A
1553,64.1,64.1,C
1554,74.7,74.7,B
1555,95.3,95.3,A
1556,93.4,93.4,A
1557,100,100,A
1558,77.8,77.8,B
1559,100,100,A
1560,92.5,92.5,A
1561,72.3,72.3,B
1562,65,65,C
1563,46.6,46.6,D
1564,100,100,A
1565,99.2,99.2,A
1566,70.4,70.4,B
1567,89.6,89.6,A
1568,93,93,A
1569,63.4,63.4,C
1570,93.2,93.2,A
1571,95.4,95.4,A
1572,78.6,78.6,B
1573,88.8,88.8,A
1574,63.2,63.2,C
1575,88.9,88.9,A
1576,95.4,95.4,A
1577,48.8,48.8,D
1578,90.8,90.8,A
1579,76.3,76.3,B
1580,77.2,77.2,B
1581,94.9,94.9,A
1582,77.5,77.5,B
1583,78.6,78.6,B
1584,95.8,95.8,A
1585,100,100,A
1586,93.5,93.5,A
1587,84.5,84.5,B
1588,82.6,82.6,B
1589,71.5,71.5,B
1590,93.1,93.1,A
1591,80.2,80.2,B
1592,66,66,C
1593,100,100,A
1594,100,100,A
1595,57.5,57.5,C
1596,49,49,D
1597,87.5,87.5,A
1598,100,100,A
1599,100,100,A
1600,66.3,66.3,C
1601,63.6,63.6,C
1602,100,100,A
1603,79.8,79.8,B
1604,80.7,80.7,B
1605,79.8,79.8,B
1606,50.1,50.1,D
1607,78.4,78.4,B
1608,100,100,A
1609,96.1,96.1,A
1610,74,74,B
1611,84.9,84.9,B
1612,75.9,75.9,B
1613,100,100,A
1614,98.6,98.6,A
1615,70.2,70.2,B
1616,100,100,A
1617,92.4,92.4,A
1618,87.9,87.9,A
1619,64.3,64.3,C
1620,100,100,A
1621,98.7,98.7,A
1622,80.3,80.3,B
1623,100,100,A
1624,82.4,82.4,B
1625,100,100,A
1626,87.9,87.9,A
1627,78,78,B
1628,100,100,A
1629,84.2,84.2,B
1630,93.6,93.6,A
1631,95.8,95.8,A
1632,87,87,A
1633,63.9,63.9,C
1634,93.1,93.1,A
1635,89.8,89.8,A
1636,96.2,96.2,A
1637,62.8,62.8,C
1638,95.4,95.4,A
1639,100,100,A
1640,74.1,74.1,B
1641,100,100,A
1642,100,100,A
1643,81.9,81.9,B
1644,100,100,A
1645,78.2,78.2,B
1646,73.4,73.4,B
1647,78,78,B
1648,100,100,A
1649,100,100,A
1650,100,100,A
1651,100,100,A
1652,100,100,A
1653,85.8,85.8,A
1654,98.1,98.1,A
1655,96.9,96.9,A
1656,84.3,84.3,B
1657,100,100,A
1658,99.8,99.8,A
1659,69.8,69.8,C
1660,100,100,A
1661,100,100,A
1662,82.6,82.6,B
1663,62.6,62.6,C
1664,85.9,85.9,A
1665,100,100,A
1666,85.6,85.6,A
1667,82.8,82.8,B
1668,53.6,53.6,D
1669,100,100,A
1670,89.9,89.9,A
1671,98.3,98.3,A
1672,83.9,83.9,B
1673,71.7,71.7,B
1674,61.4,61.4,C
1675,100,100,A
1676,95.8,95.8,A
1677,100,100,A
1678,100,100,A
1679,100,100,A
1680,85.4,85.4,A
1681,99.5,99.5,A
1682,100,100,A
1683,50.4,50.4,D
1684,95.4,95.4,A
1685,73.6,73.6,B
1686,100,100,A
1687,85.8,85.8,A
1688,85.3,85.3,A
1689,97.8,97.8,A
1690,77.4,77.4,B
1691,81.3,81.3,B
1692,72.3,72.3,B
1693,83.8,83.8,B
1694,74.8,74.8,B
1695,100,100,A
1696,100,100,A
1697,60.5,60.5,C
1698,78.6,78.6,B
1699,98.8,98.8,A
1700,100,100,A
1701,100,100,A
1702,100,100,A
1703,100,100,A
1704,96.8,96.8,A
1705,95.4,95.4,A
1706,75.8,75.8,B
1707,100,100,A
1708,100,100,A
1709,76.3,76.3,B
1710,63.1,63.1,C
1711,100,100,A
1712,79.8,79.8,B
1713,53.8,53.8,D
1714,100,100,A
1715,85.2,85.2,A
1716,87,87,A
1717,91,91,A
1718,89.7,89.7,A
1719,99.4,99.4,A
1720,87.3,87.3,A
1721,97.1,97.1,A
1722,87.7,87.7,A
1723,100,100,A
1724,100,100,A
1725,86.8,86.8,A
1726,98.3,98.3,A
1727,91,91,A
1728,99.9,99.9,A
1729,92.6,92.6,A
1730,100,100,A
1731,87.7,87.7,A
1732,82.4,82.4,B
1733,92.5,92.5,A
1734,90.2,90.2,A
1735,96.1,96.1,A
1736,57.1,57.1,C
1737,65.2,65.2,C
1738,74.1,74.1,B
1739,100,100,A
1740,100,100,A
1741,94.7,94.7,A
1742,68.8,68.8,C
1743,83.1,83.1,B
1744,96.1,96.1,A
1745,63,63,C
1746,91.6,91.6,A
1747,100,100,A
1748,87,87,A
1749,91.5,91.5,A
1750,99.2,99.2,A
1751,60.7,60.7,C
1752,100,100,A
1753,87.8,87.8,A
1754,52.6,52.6,D
1755,81.3,81.3,B
1756,100,100,A
1757,100,100,A
1758,97.4,97.4,A
1759,100,100,A
1760,100,100,A
1761,100,100,A
1762,100,100,A
1763,97.8,97.8,A
1764,49.3,49.3,D
1765,93.1,93.1,A
1766,44.6,44.6,D
1767,100,100,A
1768,96.9,96.9,A
1769,100,100,A
1770,100,100,A
1771,89,89,A
1772,100,100,A
1773,73.5,73.5,B
1774,76.9,76.9,B
1775,65.5,65.5,C
1776,58.8,58.8,C
1777,80.2,80.2,B
1778,84.3,84.3,B
1779,64.5,64.5,C
1780,66.3,66.3,C
1781,56,56,C
1782,79.5,79.5,B
1783,40.7,40.7,D
1784,73.2,73.2,B
1785,83.1,83.1,B
1786,63,63,C
1787,82.9,82.9,B
1788,76.4,76.4,B
1789,98.8,98.8,A
1790,100,100,A
1791,65.2,65.2,C
1792,71,71,B
1793,92.8,92.8,A
1794,100,100,A
1795,97.8,97.8,A
1796,53.1,53.1,D
1797,83.7,83.7,B
1798,79.4,79.4,B
1799,94.7,94.7,A
1800,90.5,90.5,A
1801,100,100,A
1802,88.4,88.4,A
1803,61.9,61.9,C
1804,61.3,61.3,C
1805,60.9,60.9,C
1806,57.8,57.8,C
1807,99.1,99.1,A
1808,93.9,93.9,A
1809,65.6,65.6,C
1810,95.5,95.5,A
1811,78.7,78.7,B
1812,100,100,A
1813,100,100,A
1814,100,100,A
1815,96.6,96.6,A
1816,76.9,76.9,B
1817,36.6,36.6,F
1818,87.1,87.1,A
1819,89.1,89.1,A
1820,77.6,77.6,B
1821,88.1,88.1,A
1822,86.5,86.5,A
1823,91.3,91.3,A
1824,74.6,74.6,B
1825,85.4,85.4,A
1826,100,100,A
1827,85.7,85.7,A
1828,100,100,A
1829,81.4,81.4,B
1830,86.3,86.3,A
1831,88.7,88.7,A
1832,88.8,88.8,A
1833,99.2,99.2,A
1834,100,100,A
1835,90.3,90.3,A
1836,100,100,A
1837,62.5,62.5,C
1838,100,100,A
1839,72.7,72.7,B
1840,77.2,77.2,B
1841,87.2,87.2,A
1842,55.9,55.9,C
1843,77.5,77.5,B
1844,96.1,96.1,A
1845,94.3,94.3,A
1846,71.7,71.7,B
1847,100,100,A
1848,74.1,74.1,B
1849,100,100,A
1850,100,100,A
1851,79,79,B
1852,100,100,A
1853,63,63,C
1854,100,100,A
1855,100,100,A
1856,73.4,73.4,B
1857,100,100,A
1858,99.1,99.1,A
1859,98.7,98.7,A
1860,98,98,A
1861,89.4,89.4,A
1862,100,100,A
1863,100,100,A
1864,71.7,71.7,B
1865,100,100,A
1866,79.5,79.5,B
1867,96.4,96.4,A
1868,100,100,A
1869,75,75,B
1870,100,100,A
1871,66.4,66.4,C
1872,73.8,73.8,B
1873,77,77,B
1874,100,100,A
1875,100,100,A
1876,100,100,A
1877,71.7,71.7,B
1878,78.5,78.5,B
1879,89.1,89.1,A
1880,71.6,71.6,B
1881,96.4,96.4,A
1882,100,100,A
1883,63.2,63.2,C
1884,57.2,57.2,C
1885,88,88,A
1886,90.5,90.5,A
1887,74.3,74.3,B
1888,86.1,86.1,A
1889,86.1,86.1,A
1890,88.6,88.6,A
1891,89,89,A
1892,100,100,A
1893,67.3,67.3,C
1894,79.2,79.2,B
1895,97.2,97.2,A
1896,82.9,82.9,B
1897,69.6,69.6,C
1898,100,100,A
1899,100,100,A
1900,81.9,81.9,B
1901,100,100,A
1902,95.5,95.5,A
1903,97.5,97.5,A
1904,77.8,77.8,B
1905,99,99,A
1906,87.4,87.4,A
1907,59.3,59.3,C
1908,86.8,86.8,A
1909,63.8,63.8,C
1910,100,100,A
1911,100,100,A
1912,100,100,A
1913,100,100,A
1914,100,100,A
1915,42.2,42.2,D
1916,84.9,84.9,B
1917,66,66,C
1918,63.8,63.8,C
1919,76.1,76.1,B
1920,84.8,84.8,B
1921,62.5,62.5,C
1922,88.8,88.8,A
1923,88.8,88.8,A
1924,73.8,73.8,B
1925,100,100,A
1926,82.4,82.4,B
1927,59.2,59.2,C
1928,76.7,76.7,B
1929,99.5,99.5,A
1930,100,100,A
1931,69.9,69.9,C
1932,93.4,93.4,A
1933,60.1,60.1,C
1934,76.4,76.4,B
1935,100,100,A
1936,74.1,74.1,B
1937,100,100,A
1938,94.8,94.8,A
1939,100,100,A
1940,92.9,92.9,A
1941,100,100,A
1942,71,71,B
1943,98.6,98.6,A
1944,67.5,67.5,C
1945,84.3,84.3,B
1946,66.4,66.4,C
1947,92.2,92.2,A
1948,95.7,95.7,A
1949,100,100,A
1950,68.6,68.6,C
1951,54.9,54.9,D
1952,100,100,A
1953,62.9,62.9,C
1954,66.3,66.3,C
1955,73,73,B
1956,100,100,A
1957,54.9,54.9,D
1958,100,100,A
1959,100,100,A
1960,87.5,87.5,A
1961,75.6,75.6,B
1962,92.9,92.9,A
1963,76,76,B
1964,100,100,A
1965,87.2,87.2,A
1966,95.9,95.9,A
1967,80,80,B
1968,70,70,B
1969,93.3,93.3,A
1970,100,100,A
1971,100,100,A
1972,51.4,51.4,D
1973,94.5,94.5,A
1974,97.2,97.2,A
1975,81.7,81.7,B
1976,62.5,62.5,C
1977,100,100,A
1978,90,90,A
1979,67.5,67.5,C
1980,100,100,A
1981,45.7,45.7,D
1982,44.4,44.4,D
1983,71,71,B
1984,100,100,A
1985,100,100,A
1986,100,100,A
1987,100,100,A
1988,100,100,A
1989,71.4,71.4,B
1990,90.6,90.6,A
1991,99.1,99.1,A
1992,100,100,A
1993,100,100,A
1994,100,100,A
1995,100,100,A
1996,100,100,A
1997,75,75,B
1998,51.5,51.5,D
1999,85.6,85.6,A
2000,83.9,83.9,B
2001,59.8,59.8,C
2002,93.9,93.9,A
2003,64.3,64.3,C
2004,81.4,81.4,B
2005,51.2,51.2,D
2006,72.4,72.4,B
2007,76.2,76.2,B
2008,65.8,65.8,C
2009,99.1,99.1,A
2010,100,100,A
2011,45.1,45.1,D
2012,78.9,78.9,B
2013,62.5,62.5,C
2014,53.7,53.7,D
2015,85.9,85.9,A
2016,79.8,79.8,B
2017,81.4,81.4,B
2018,45.4,45.4,D
2019,100,100,A
2020,61.9,61.9,C
2021,84.1,84.1,B
2022,93.6,93.6,A
2023,100,100,A
2024,66.4,66.4,C
2025,52.5,52.5,D
2026,94,94,A
2027,100,100,A
2028,100,100,A
2029,98.1,98.1,A
2030,61.1,61.1,C
2031,100,100,A
2032,58,58,C
2033,98.9,98.9,A
2034,72.8,72.8,B
2035,91.3,91.3,A
2036,100,100,A
2037,90.1,90.1,A
2038,74.4,74.4,B
2039,91.2,91.2,A
2040,67.3,67.3,C
2041,67.3,67.3,C
2042,67,67,C
2043,75.6,75.6,B
2044,74.5,74.5,B
2045,79.9,79.9,B
2046,100,100,A
2047,94.1,94.1,A
2048,85,85,A
2049,79.1,79.1,B
2050,94.7,94.7,A
2051,100,100,A
2052,73.4,73.4,B
2053,82.2,82.2,B
2054,76.2,76.2,B
2055,64.1,64.1,C
2056,63.3,63.3,C
2057,81.5,81.5,B
2058,83.2,83.2,B
2059,83.6,83.6,B
2060,95.6,95.6,A
2061,100,100,A
2062,79.6,79.6,B
2063,89.1,89.1,A
2064,93.4,93.4,A
2065,92.5,92.5,A
2066,77.1,77.1,B
2067,50.2,50.2,D
2068,82.5,82.5,B
2069,100,100,A
2070,98.9,98.9,A
2071,100,100,A
2072,100,100,A
2073,73.9,73.9,B
2074,95.4,95.4,A
2075,75.7,75.7,B
2076,87,87,A
2077,100,100,A
2078,100,100,A
2079,97.5,97.5,A
2080,69.6,69.6,C
2081,100,100,A
2082,100,100,A
2083,87.6,87.6,A
2084,51.2,51.2,D
2085,65.3,65.3,C
2086,69.2,69.2,C
2087,63.1,63.1,C
2088,71.5,71.5,B
2089,77.2,77.2,B
2090,87.9,87.9,A
2091,95.7,95.7,A
2092,100,100,A
2093,100,100,A
2094,78.4,78.4,B
2095,96.5,96.5,A
2096,86,86,A
2097,100,100,A
2098,60.6,60.6,C
2099,64.5,64.5,C
2100,99.1,99.1,A
2101,100,100,A
2102,64.3,64.3,C
2103,63.4,63.4,C
2104,100,100,A
2105,76.9,76.9,B
2106,100,100,A
2107,85.1,85.1,A
2108,100,100,A
2109,79.5,79.5,B
2110,83,83,B
2111,89.6,89.6,A
2112,84.3,84.3,B
2113,93.6,93.6,A
2114,76.9,76.9,B
2115,100,100,A
2116,100,100,A
2117,87.6,87.6,A
2118,76.7,76.7,B
2119,14.6,14.6,F
2120,91.3,91.3,A
2121,100,100,A
2122,100,100,A
2123,65.2,65.2,C
2124,80.3,80.3,B
2125,88.3,88.3,A
2126,100,100,A
2127,73.3,73.3,B
2128,100,100,A
2129,100,100,A
2130,92.6,92.6,A
2131,100,100,A
2132,98.2,98.2,A
2133,95.8,95.8,A
2134,98.9,98.9,A
2135,89.6,89.6,A
2136,83.4,83.4,B
2137,95.4,95.4,A
2138,100,100,A
2139,69.2,69.2,C
2140,68.1,68.1,C
2141,92.6,92.6,A
2142,82.7,82.7,B
2143,78.5,78.5,B
2144,79.5,79.5,B
2145,85,85,A
2146,100,100,A
2147,55.2,55.2,C
2148,77.3,77.3,B
2149,79.6,79.6,B
2150,46.1,46.1,D
2151,90.6,90.6,A
2152,100,100,A
2153,87.5,87.5,A
2154,90.3,90.3,A
2155,62.9,62.9,C
2156,74.4,74.4,B
2157,87.9,87.9,A
2158,83.4,83.4,B
2159,100,100,A
2160,100,100,A
2161,59,59,C
2162,100,100,A
2163,92.5,92.5,A
2164,93.8,93.8,A
2165,100,100,A
2166,75,75,B
2167,55.1,55.1,C
2168,85.7,85.7,A
2169,72.3,72.3,B
2170,93.3,93.3,A
2171,100,100,A
2172,75.9,75.9,B
2173,88.8,88.8,A
2174,99.1,99.1,A
2175,57.4,57.4,C
2176,100,100,A
2177,63,63,C
2178,93.2,93.2,A
2179,100,100,A
2180,88.9,88.9,A
2181,86.8,86.8,A
2182,84.8,84.8,B
2183,80.2,80.2,B
2184,100,100,A
2185,50.4,50.4,D
2186,100,100,A
2187,65.3,65.3,C
2188,96,96,A
2189,72.6,72.6,B
2190,94.7,94.7,A
2191,45.2,45.2,D
2192,92.4,92.4,A
2193,100,100,A
2194,61.9,61.9,C
2195,72.5,72.5,B
2196,62.7,62.7,C
2197,93.8,93.8,A
2198,77.2,77.2,B
2199,69.5,69.5,C
2200,100,100,A
2201,99.2,99.2,A
2202,91.2,91.2,A
2203,100,100,A
2204,71.9,71.9,B
2205,55.2,55.2,C
2206,100,100,A
2207,100,100,A
2208,81.8,81.8,B
2209,93.3,93.3,A
2210,85.1,85.1,A
2211,82.9,82.9,B
2212,100,100,A
2213,89.7,89.7,A
2214,82.2,82.2,B
2215,67,67,C
2216,92,92,A
2217,83.5,83.5,B
2218,91.4,91.4,A
2219,100,100,A
2220,77.4,77.4,B
2221,94.2,94.2,A
2222,76.7,76.7,B
2223,95.9,95.9,A
2224,74.7,74.7,B
2225,73.8,73.8,B
2226,97.7,97.7,A
2227,100,100,A
2228,91.1,91.1,A
2229,65.2,65.2,C
2230,99.5,99.5,A
2231,75.9,75.9,B
2232,94.6,94.6,A
2233,65.2,65.2,C
2234,99.5,99.5,A
2235,67.5,67.5,C
2236,100,100,A
2237,86.4,86.4,A
2238,73.9,73.9,B
2239,86.1,86.1,A
2240,95.4,95.4,A
2241,78.6,78.6,B
2242,100,100,A
2243,100,100,A
2244,64.8,64.8,C
2245,100,100,A
2246,89.1,89.1,A
2247,79.8,79.8,B
2248,42.3,42.3,D
2249,67.3,67.3,C
2250,100,100,A
2251,68.8,68.8,C
2252,99.4,99.4,A
2253,66.3,66.3,C
2254,85.6,85.6,A
2255,80.8,80.8,B
2256,100,100,A
2257,100,100,A
2258,76.6,76.6,B
2259,34.9,34.9,F
2260,77.9,77.9,B
2261,82.4,82.4,B
2262,82,82,B
2263,100,100,A
2264,55.3,55.3,C
2265,85.8,85.8,A
2266,100,100,A
2267,63.7,63.7,C
2268,88.3,88.3,A
2269,90.4,90.4,A
2270,89.8,89.8,A
2271,100,100,A
2272,90.1,90.1,A
2273,68.5,68.5,C
2274,87.4,87.4,A
2275,86.4,86.4,A
2276,56.5,56.5,C
2277,88.6,88.6,A
2278,87,87,A
2279,100,100,A
2280,100,100,A
2281,58.5,58.5,C
2282,72.3,72.3,B
2283,93.5,93.5,A
2284,83.9,83.9,B
2285,70.8,70.8,B
2286,100,100,A
2287,98.8,98.8,A
2288,100,100,A
2289,85.5,85.5,A
2290,100,100,A
2291,100,100,A
2292,100,100,A
2293,97.1,97.1,A
2294,89.1,89.1,A
2295,81.9,81.9,B
2296,93.9,93.9,A
2297,98.3,98.3,A
2298,100,100,A
2299,100,100,A
2300,35.2,35.2,F
2301,100,100,A
2302,77,77,B
2303,76.9,76.9,B
2304,86,86,A
2305,100,100,A
2306,100,100,A
2307,92.6,92.6,A
2308,74.3,74.3,B
2309,91.8,91.8,A
2310,96.7,96.7,A
2311,77.5,77.5,B
2312,100,100,A
2313,100,100,A
2314,100,100,A
2315,100,100,A
2316,99.7,99.7,A
2317,97.6,97.6,A
2318,80.1,80.1,B
2319,88.4,88.4,A
2320,66.3,66.3,C
2321,100,100,A
2322,100,100,A
2323,100,100,A
2324,97.2,97.2,A
2325,100,100,A
2326,100,100,A
2327,69.8,69.8,C
2328,73.9,73.9,B
2329,100,100,A
2330,100,100,A
2331,89.9,89.9,A
2332,89.8,89.8,A
2333,66.9,66.9,C
2334,90,90,A
2335,98.7,98.7,A
2336,94.9,94.9,A
2337,85.2,85.2,A
2338,90.5,90.5,A
2339,96.5,96.5,A
2340,84.3,84.3,B
2341,95.8,95.8,A
2342,85.4,85.4,A
2343,98.8,98.8,A
2344,91.8,91.8,A
2345,24.3,24.3,F
2346,100,100,A
2347,65.9,65.9,C
2348,69.6,69.6,C
2349,100,100,A
2350,85.8,85.8,A
2351,100,100,A
2352,98.9,98.9,A
2353,100,100,A
2354,83.6,83.6,B
2355,100,100,A
2356,81.7,81.7,B
2357,80.4,80.4,B
2358,100,100,A
2359,61.8,61.8,C
2360,100,100,A
2361,78.7,78.7,B
2362,66.4,66.4,C
2363,63.9,63.9,C
2364,100,100,A
2365,54.7,54.7,D
2366,100,100,A
2367,63.4,63.4,C
2368,53.2,53.2,D
2369,74.1,74.1,B
2370,100,100,A
2371,91.2,91.2,A
2372,77.5,77.5,B
2373,89.1,89.1,A
2374,100,100,A
2375,100,100,A
2376,100,100,A
2377,97.1,97.1,A
2378,60.5,60.5,C
2379,82.6,82.6,B
2380,93.4,93.4,A
2381,73.6,73.6,B
2382,80.8,80.8,B
2383,74.2,74.2,B
2384,77.9,77.9,B
2385,98.8,98.8,A
2386,80.2,80.2,B
2387,80.4,80.4,B
2388,87.6,87.6,A
2389,100,100,A
2390,91.7,91.7,A
2391,46.2,46.2,D
2392,83.6,83.6,B
2393,54.9,54.9,D
2394,67.6,67.6,C
2395,86.6,86.6,A
2396,44,44,D
2397,71.4,71.4,B
2398,87.5,87.5,A
2399,100,100,A
2400,97.6,97.6,A
2401,75.4,75.4,B
2402,84.1,84.1,B
2403,83.3,83.3,B
2404,92.9,92.9,A
2405,100,100,A
2406,100,100,A
2407,63.3,63.3,C
2408,96.1,96.1,A
2409,94.3,94.3,A
2410,73.8,73.8,B
2411,96.9,96.9,A
2412,100,100,A
2413,57.7,57.7,C
2414,70.3,70.3,B
2415,100,100,A
2416,86.7,86.7,A
2417,96.8,96.8,A
2418,100,100,A
2419,100,100,A
2420,72.2,72.2,B
2421,99.8,99.8,A
2422,100,100,A
2423,87.2,87.2,A
2424,84.7,84.7,B
2425,56.1,56.1,C
2426,96.9,96.9,A
2427,100,100,A
2428,87.8,87.8,A
2429,100,100,A
2430,79.5,79.5,B
2431,99.5,99.5,A
2432,79.6,79.6,B
2433,94.9,94.9,A
2434,73.8,73.8,B
2435,88.1,88.1,A
2436,67.6,67.6,C
2437,100,100,A
2438,100,100,A
2439,84.7,84.7,B
2440,67.7,67.7,C
2441,100,100,A
2442,99.6,99.6,A
2443,53.9,53.9,D
2444,98.4,98.4,A
2445,81.2,81.2,B
2446,99.7,99.7,A
2447,100,100,A
2448,89.9,89.9,A
2449,87,87,A
2450,73.1,73.1,B
2451,61.1,61.1,C
2452,69.2,69.2,C
2453,83.2,83.2,B
2454,68.4,68.4,C
2455,100,100,A
2456,100,100,A
2457,62.6,62.6,C
2458,67.9,67.9,C
2459,97.5,97.5,A
2460,90.6,90.6,A
2461,72,72,B
2462,100,100,A
2463,100,100,A
2464,77.2,77.2,B
2465,100,100,A
2466,100,100,A
2467,73.5,73.5,B
2468,85,85,A
2469,75.2,75.2,B
2470,64,64,C
2471,100,100,A
2472,100,100,A
2473,81.5,81.5,B
2474,60.9,60.9,C
2475,76.5,76.5,B
2476,87.3,87.3,A
2477,74,74,B
2478,100,100,A
2479,74.9,74.9,B
2480,96.9,96.9,A
